KO,EC,RXN
K00265,1.4.1.13,R00114;R00114  L-glutamate:NADP+ oxidoreductase (transaminating);R00248;R00248  L-glutamate:NADP+ oxidoreductase (deaminating)
K00266,1.4.1.13,R00114;R00114  L-glutamate:NADP+ oxidoreductase (transaminating);R00248;R00248  L-glutamate:NADP+ oxidoreductase (deaminating)
K00274,1.4.3.4,"R02173;R02173  tryptamine:oxygen oxidoreductase(deaminating);R02382;R02382  tyramine:oxygen oxidoreductase(deaminating)(flavin-containing);R02529;R02529  aminoacetone:oxygen oxidoreductase(deaminating);R02532;R02532  4-[(1R)-2-amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing);R02613;R02613  phenethylamine:oxygen oxidoreductase (deaminating);R02908;R02908  5-hydroxytryptamine:oxygen oxidoreductase(deaminating)(flavin-containing);R02919;R02919  4-[(1R)-1-hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing);R04025;R04025  N-acetylputrescine:oxygen oxidoreductase(deaminating)(flavin-containing);R04300;R04300  4-(2-aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing);R04674;R04674  N-methylhistamine:oxygen oxidoreductase (deaminating);R04890;R04890  3-methoxytyramine:oxygen oxidoreductase (deaminating) (copper-containing);R04893;R04893  L-normetanephrine:oxygen oxidoreductase (deaminating) (copper-containing);R04894;R04894  L-metanephrine:oxygen oxidoreductase (deaminating) (flavin-containing);R04907;R04907  3-hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing);R04908;R04908  5-hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing);R08346;R08346  citalopram:oxygen oxidoreductase(deaminating)(flavin-containing);R08347;R08347  demethylcitalopram:oxygen oxidoreductase(deaminating)(flavin-containing);R08348;R08348  didemethylcitalopram:oxygen oxidoreductase(deaminating)(flavin-containing);R11354;R11354  RCH2NHR':oxygen oxidoreductase (deaminating)"
K00275,1.4.3.5,R00277;R00277  pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating);R00278;R00278  pyridoxine 5'-phosphate:oxygen oxidoreductase;R01710;R01710  pyridoxamine:oxygen oxidoreductase (deaminating);R01711;R01711  pyridoxine:oxygen oxidoreductase (deaminating)
K00276,1.4.3.21,"R02382;R02382  tyramine:oxygen oxidoreductase(deaminating)(flavin-containing);R02529;R02529  aminoacetone:oxygen oxidoreductase(deaminating);R02613;R02613  phenethylamine:oxygen oxidoreductase (deaminating);R03139;R03139  primary-amine oxidase;R04027;R04300;R04300  4-(2-aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing);R06154;R06154  methylamine:oxygen oxidoreductase (deaminating) (copper-containing);R06740"
K00278,1.4.3.16,R00357;R00357  L-aspartic acid:oxygen oxidoreductase (deaminating);R00481;R00481  L-aspartate:oxygen oxidoreductase
K00281,1.4.4.2,R01221;R01221  glycine:NAD+ 2-oxidoreductase (tetrahydrofolate-methylene-adding);R03425;R03425  glycine:lipoylprotein oxidoreductase (decarboxylating and acceptor-aminomethylating)
K00282,1.4.4.2,R01221;R01221  glycine:NAD+ 2-oxidoreductase (tetrahydrofolate-methylene-adding);R03425;R03425  glycine:lipoylprotein oxidoreductase (decarboxylating and acceptor-aminomethylating)
K00283,1.4.4.2,R01221;R01221  glycine:NAD+ 2-oxidoreductase (tetrahydrofolate-methylene-adding);R03425;R03425  glycine:lipoylprotein oxidoreductase (decarboxylating and acceptor-aminomethylating)
K00284,1.4.7.1,R00021;R00021  L-glutamate:ferredoxin oxidoreductase (transaminating);R10086;R10086  L-glutamate:ferredoxin oxidoreductase (deaminating)
K00285,1.4.5.1,R01374;R01374  D-phenylalanine:quinone oxidoreductase (deaminating);R09493;R09493  D-amino acid:quinone oxidoreductase (deaminating)
K00286,1.5.1.2,R01248;R01248  L-proline:NAD+ 5-oxidoreductase;R01251;R01251  L-proline:NADP+ 5-oxidoreductase;R03291;R03291  trans-4-hydroxy-L-proline:NAD+ 5-oxidoreductase;R03293;R03293  trans-4-hydroxy-L-proline:NADP+ 5-oxidoreductase
K00287,1.5.1.3,"R00936;R00936  5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase;R00937;R00937  5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase;R00939;R00939  5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase;R00940;R00940  5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase;R02235;R02235  dihydrofolate:NAD+ oxidoreductase;R02236;R02236  dihydrofolate:NADP+ oxidoreductase;R11765;R11765  tetrahydrobiopterin:NADP+ oxidoreductase (7,8-dihydrobiopterin-forming)"
K00294,1.2.1.88,R00245;R00245  L-glutamate gamma-semialdehyde:NAD+ oxidoreductase;R00707;R00707  (S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase;R00708;R00708  (S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase;R04444;R04444  L-1-pyrroline-3-hydroxy-5-carboxylate:NAD+ oxidoreductase;R04445;R04445  L-1-pyrroline-3-hydroxy-5-carboxylate:NADP+ oxidoreductase;R05051;R05051  L-erythro-4-hydroxyglutamate:NAD+ oxidoreductase;R13148
K00297,1.5.1.54,R07168;R07168  5-methyltetrahydrofolate:NAD+ oxidoreductase
K00302,1.5.3.1;1.5.3.24,"R00610;R00610  sarcosine:oxygen oxidoreductase (demethylating);R12967;R12967  sarcosine,5,6,7,8-tetrahydrofolate:O2 oxidoreductase (demethylating,5,10-methylenetetrahydrofolate-forming)"
K00303,1.5.3.1;1.5.3.24,"R00610;R00610  sarcosine:oxygen oxidoreductase (demethylating);R12967;R12967  sarcosine,5,6,7,8-tetrahydrofolate:O2 oxidoreductase (demethylating,5,10-methylenetetrahydrofolate-forming)"
K00311,1.5.5.1,
K00313,,
K00318,1.5.5.2,R01253;R01253  L-proline:quinone oxidoreductase
K00322,1.6.1.1,R00112;R00112  NADPH:NAD+ oxidoreductase
K00324,7.1.1.1,R13176;R13176  NADPH:NAD+ oxidoreductase (H+-transporting)
K00325,7.1.1.1,R13176;R13176  NADPH:NAD+ oxidoreductase (H+-transporting)
K00330,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00331,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00332,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00333,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00334,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00335,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00336,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00337,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00338,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00339,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00340,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00341,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00342,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00343,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K00344,1.6.5.5,
K00346,7.2.1.1,
K00347,7.2.1.1,
K00348,7.2.1.1,
K00349,7.2.1.1,
K00350,7.2.1.1,
K00351,7.2.1.1,
K00355,1.6.5.2,R02964;R02964  NADH:menaquinone oxidoreductase;R03643;R03643  NADH:(quinone-acceptor) oxidoreductase;R03816;R03816  NADH:phylloquinone oxidoreductase
K00361,1.7.1.4,R00787;R00787  ammonia:NAD+ oxidoreductase;R00789;R00789  ammonia:NADP+ oxidoreductase
K00362,1.7.1.15,R00787;R00787  ammonia:NAD+ oxidoreductase
K00368,1.7.2.1,R00783;R00783  nitric-oxide:ferricytochrome-c oxidoreductase;R00785;R00785  nitric-oxide:oxidized azurin oxidoreductase
K00370,1.7.5.1,R00798;R00798  nitrite:acceptor oxidoreductase;R01106;R01106  nitrite:(acceptor) oxidoreductase;R09497;R09497  nitrite:quinone oxidoreductase
K00371,1.7.5.1,R00798;R00798  nitrite:acceptor oxidoreductase;R01106;R01106  nitrite:(acceptor) oxidoreductase;R09497;R09497  nitrite:quinone oxidoreductase
K00372,,R00798;R00798  nitrite:acceptor oxidoreductase;R01106;R01106  nitrite:(acceptor) oxidoreductase
K00373,,
K00374,1.7.5.1,R00798;R00798  nitrite:acceptor oxidoreductase;R01106;R01106  nitrite:(acceptor) oxidoreductase;R09497;R09497  nitrite:quinone oxidoreductase
K00375,,
K00376,1.7.2.4,R02804;R02804  nitrogen:ferricytochrome-c oxidoreductase (N2O-forming)
K00380,1.8.1.2,R00858;R00858  hydrogen-sulfide:NADP+ oxidoreductase
K00381,1.8.1.2,R00858;R00858  hydrogen-sulfide:NADP+ oxidoreductase
K00382,1.8.1.4,R00209;R00209  pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating);R01210;R01210  3-methyl-2-oxobutanoate:NAD+ oxidoreductase (CoA-mehtylpropanoylating);R01221;R01221  glycine:NAD+ 2-oxidoreductase (tetrahydrofolate-methylene-adding);R01651;R01651  4-methyl-2-oxopentanoate:NAD+ oxidoreductase (CoA-mehtylpropanoylating);R01698;R01698  dihydrolipoamide:NAD+ oxidoreductase;R01933;R01933  2-oxoadipate dehydrogenase complex;R03171;R03171  (S)-3-methyl-2-oxopentanoate:NAD+ 2-oxidoreductase (CoA-methylbutanoylating);R03815;R03815  dihydrolipoylprotein:NAD+ oxidoreductase;R07618;R07618  enzyme N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase;R08549;R08549  2-oxoglutarate:NAD+ 2-oxidoreductase (CoA-succinylating)
K00383,1.8.1.7,R00094;R00094  glutathione:NAD+ oxidoreductase;R00115;R00115  glutathione:NADP+ oxidoreductase
K00384,1.8.1.9,R02016;R02016  NADPH:oxidized-thioredoxin oxidoreductase;R03596;R03596  hydrogen selenide:NADP+ oxidoreductase;R09372;R09372  methaneselenol:NADP+ oxidoreductase
K00390,1.8.4.10;1.8.4.8,"R02021;R02021  adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)"
K00392,1.8.7.1,R00859;R00859  hydrogen-sulfide:ferredoxin oxidoreductase;R03600;R03600  hydrogen-sulfide:ferredoxin oxidoreductase
K00394,1.8.99.2,"R00860;R00860  AMP,sulfite:acceptor oxidoreductase (adenosine-5'-phosphosulfate-forming);R04927;R04927  AMP,sulfite:(acceptor) oxidoreductase;R08553;R08553  AMP,sulfite:acceptor oxidoreductase (adenosine-5'-phosphosulfate-forming)"
K00401,2.8.4.1,R04541;R04541  2-(methylthio)ethanesulfonate:N-(7-thioheptanoyl)-3-O-phosphothreonine S-(2-sulfoethyl)thiotransferase
K00402,2.8.4.1,R04541;R04541  2-(methylthio)ethanesulfonate:N-(7-thioheptanoyl)-3-O-phosphothreonine S-(2-sulfoethyl)thiotransferase
K00404,7.1.1.9,
K00405,,
K00411,7.1.1.8,
K00413,,
K00425,7.1.1.7,"R11325;R11325  ubiquinol:oxygen oxidoreductase (electrogenic, non H+-transporting)"
K00426,7.1.1.7,"R11325;R11325  ubiquinol:oxygen oxidoreductase (electrogenic, non H+-transporting)"
K00427,,
K00428,1.11.1.5,
K00432,1.11.1.9,R00274;R00274  glutathione:hydrogen-peroxide oxidoreductase
K00433,1.11.1.10,
K00449,1.13.11.3,"R01631;R01631  protocatechuate:oxygen 3,4-oxidoreductase (decyclizing);R03549;R03549  gallate:oxygen 3,4-oxidoreductase (decyclizing)"
K00450,1.13.11.4,"R02656;R02656  gentisate:oxygen 1,2-oxidoreductase (decyclizing)"
K00457,1.13.11.27,"R01372;R01372  phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating);R02521;R02521  4-hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)"
K00459,1.13.12.16,R00025;R00025  ethylnitronate:oxygen 2-oxidoreductase (nitrite-forming)
K00467,1.13.12.4,R00319;R00319  (S)-lactate:oxygen 2-oxidoreductase (decarboxylating)
K00468,1.13.12.2,R00449;R00449  L-lysine:oxygen 2-oxidoreductase (decarboxylating)
K00477,1.14.11.18,
K00479,1.14.13.251,"R13016;R13016  glycine betaine,NADH:oxygen oxidoreductase (demethylating)"
K00481,1.14.13.2,"R01298;R01298  4-hydroxybenzoate,NADPH:oxygen oxidoreductase (3-hydroxylating)"
K00483,1.14.14.9,"R02698;R02698  4-hydroxyphenylacetate,NADH:oxygen oxidoreductase (3-hydroxylating);R03299;R03299  3-hydroxyphenylacetate,NADH:oxygen oxidoreductase (3-hydroxylating)"
K00496,1.14.15.3,"R01347;R01347  fatty acid,reduced rubredoxin:oxygen oxidoreductase (omega-hydroxylating);R02281;R02281  alkane,reduced-rubredoxin:oxygen 1-oxidoreductase;R06945"
K00507,1.14.19.1,"R02222;R02222  steroyl-CoA,hydrogen-donor:oxygen oxidoreductase;R12173;R12173  palmitoyl-CoA,ferrocytochrome-b5:oxygen oxidoreductase (9,10-dehydrogenating)"
K00518,1.15.1.1,
K00520,1.16.1.1,
K00525,1.17.4.1,R02017;R02017  2'-deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase;R02018;R02018  2'-deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase;R02019;R02019  2'-deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase;R02024;R02024  2'-deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase
K00526,1.17.4.1,R02017;R02017  2'-deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase;R02018;R02018  2'-deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase;R02019;R02019  2'-deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase;R02024;R02024  2'-deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase
K00528,1.18.1.2;1.19.1.1,R10159;R10159  adrenodoxin:NADP+ oxidoreductase
K00529,1.18.1.3,"R02000;R02000  rubredoxin:NAD+ oxidoreductase;R06782;R06782  3-phenylpropanoate,NADH:oxygen oxidoreductase (2,3-hydroxylating);R06783;R06783  trans-cinnamate,NADH:oxygen oxidoreductase (2,3-hydroxylating);R13327;R13327  cyclohexane-1-carboxylate,ferredoxin:oxygen oxidoreductase (4-trans-hydroxylating)"
K00540,,
K00547,2.1.1.10,R00650;R00650  S-adenosyl-L-methionine:L-homocysteine S-methyltransferase;R11063;R11063  S-methyl-L-methionine:L-homocysteine S-methyltransferase
K00548,2.1.1.13,R00946;R00946  5-methyltetrahydrofolate:L-homocysteine S-methyltransferase;R09365;R09365  5-methyltetrahydropteroyltri-L-glutamate:L-selenohomocysteine Se-methyltransferase
K00549,2.1.1.14,R04405;R04405  5-methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase;R09365;R09365  5-methyltetrahydropteroyltri-L-glutamate:L-selenohomocysteine Se-methyltransferase
K00554,2.1.1.228,R00597;R00597  S-adenosyl-L-methionine:tRNA guanine N1-methyltransferase
K00556,2.1.1.34,
K00557,2.1.1.35,
K00558,2.1.1.37,R04858;R04858  S-adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase
K00560,2.1.1.45,"R02101;R02101  5,10-methylenetetrahydrofolate:dUMP C-methyltransferase"
K00563,2.1.1.187,R07233;R07233  S-adenosyl-L-methionine:rRNA (guanine-N1-)-methyltransferase
K00564,2.1.1.172,R07234;R07234  S-adenosyl-L-methionine:rRNA (guanine-N2-)-methyltransferase
K00566,2.8.1.13,R08700;R08700  [enzyme]-S-sulfanylcysteine:tRNA-uridine sulfurtransferase (ATP-hydrolysing)
K00567,2.1.1.63,
K00568,2.1.1.222;2.1.1.64,"R04988;R04988  S-adenosyl-L-methionine:3-(all-trans-octaprenyl)benzene-1,2-diol 2-O-methyltransferase;R08769;R08769  S-adenosyl-L-methionine:2-polyprenyl-6-hydroxyphenol 6-O-methyltransferase;R12657;R12657  S-adenosyl-L-methionine:3-demethylubiquinol 3-O-methyltransferase"
K00571,2.1.1.72,
K00573,2.1.1.77,
K00574,2.1.1.79,
K00575,2.1.1.80,
K00595,2.1.1.132;2.1.1.196;2.1.1.289,"R05149;R05149  S-adenosyl-L-methionine:1-precorrin-6Y C5,15-methyltransferase (C-12-decarboxylating);R07774;R07774  S-adenosyl-L-methionine:cobalt-precorrin-6B C15-methyltransferase (C12-decarboxylating);R07775;R07775  S-adenosyl-L-methionine:cobalt-precorrin-7 C5-methyltransferase"
K00598,2.1.1.144,
K00600,2.1.2.1,"R00945;R00945  5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase;R09099;R09099  5,10-methylenetetrahydromethanopterin:glycine hydroxymethyltransferase"
K00602,2.1.2.3;3.5.4.10,"R01127;R01127  IMP 1,2-hydrolase (decyclizing);R04560;R04560  10-formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase"
K00603,2.1.2.5;6.3.3.2,R02287;R02287  5-formiminotetrahydrofolate:L-glutamate N-formiminotransferase;R02301;R02301  5-formyltetrahydrofolate cyclo-ligase (ADP-forming);R03189;R03189  5-formyltetrahydrofolate:L-glutamate N-formiminotransferase
K00604,2.1.2.9,R03940;R03940  10-formyltetrahydrofolate:L-methionyl-tRNA N-formyltransferase
K00605,2.1.2.10,R01221;R01221  glycine:NAD+ 2-oxidoreductase (tetrahydrofolate-methylene-adding);R02300;R02300  S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming);R04125;R04125  [protein]-S8-aminomethyldihydrolipoyllysine:tetrahydrofolate aminomethyltransferase (ammonia-forming)
K00606,2.1.2.11,"R01226;R01226  5,10-methylenetetrahydrofolate:3-methyl-2-oxobutanoate hydroxymethyltransferase"
K00609,2.1.3.2,R01397;R01397  carbamoyl-phosphate:L-aspartate carbamoyltransferase
K00610,,R01397;R01397  carbamoyl-phosphate:L-aspartate carbamoyltransferase
K00611,2.1.3.3,R01398;R01398  carbamoyl-phosphate:L-ornithine carbamoyltransferase
K00612,,
K00615,2.2.1.1,R01067;R01067  D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase;R01641;R01641  sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase;R01830;R01830  beta-D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase;R06590;R06590  sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase
K00616,2.2.1.2,R01827;R01827  sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase;R08575;R08575  sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase
K00620,2.3.1.1;2.3.1.35,R00259;R00259  acetyl-CoA:L-glutamate N-acetyltransferase;R02282;R02282  N2-acetyl-L-ornithine:L-glutamate N-acetyltransferase
K00625,2.3.1.8,R00230;R00230  acetyl-CoA:phosphate acetyltransferase;R00921;R00921  propanoyl-CoA:phosphate propanoyltransferase
K00626,2.3.1.9,R00238;R00238  acetyl-CoA:acetyl-CoA C-acetyltransferase;R01177;R01177  butanoyl-CoA:acetyl-CoA C-butanoyltransferase
K00627,2.3.1.12,R00209;R00209  pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating);R02569;R02569  acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase
K00631,2.3.1.15,R00851;R00851  acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase;R09380;R09380  acyl-ACP:sn-glycerol-3-phosphate 1-O-acyltransferase
K00632,2.3.1.16,R00238;R00238  acetyl-CoA:acetyl-CoA C-acetyltransferase;R00829;R00829  succinyl-CoA:acetyl-CoA C-acyltransferase;R00927;R00927  acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase;R01177;R01177  butanoyl-CoA:acetyl-CoA C-butanoyltransferase;R03778;R03778  octanoyl-CoA:acetyl-CoA C-acyltransferase;R03858;R03858  lauroyl-CoA:acetyl-CoA C-acyltransferase;R03991;R03991  myristoyl-CoA:acetylCoA C-myristoyltransferase;R04546;R04742;R04742  decanoyl-CoA:acetyl-CoA C-acyltransferase;R04747;R04747  hexanoyl-CoA:acetyl-CoA C-acyltransferase;R05506;R05586;R07891;R07895;R07899;R08091;R08091  7-methyl-3-oxo-6-octenoyl-CoA:acetyl-CoA C-acyltransferase;R08095;R08095  3-methylcrotonyl-CoA:acetyl-CoA C-acyltransferase;R13467;R13467  3-oxochol-4-en-24-oyl-CoA:propanoyl-CoA C-acyltransferase;R13471;R13471  3-oxopregnene-20-carboxyl-CoA:acetyl-CoA C-acyltransferase;R13479;R13479  3-oxoacyl-CoA thiolase;R13483;R13483  MOODA-CoA:acetyl-CoA C-acyltransferase
K00633,2.3.1.18,
K00634,2.3.1.19,R01174;R01174  butanoyl-CoA:phosphate butanoyltransferase
K00638,2.3.1.28,
K00639,2.3.1.29,R00371;R00371  acetyl-CoA:glycine C-acetyltransferase
K00640,2.3.1.30,R00586;R00586  acetyl-CoA:L-serine O-acetyltransferase
K00641,2.3.1.31;2.3.1.46,R01776;R01776  acetyl-CoA:L-homoserine O-acetyltransferase;R01777;R01777  succinyl-CoA:L-homoserine O-succinyltransferase
K00645,2.3.1.39,R01626;R01626  malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase;R11671
K00647,2.3.1.41,R02768;R02768  acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04355;R04355  acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04726;R04726  dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04952;R04952  butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04957;R04957  hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04960;R04960  octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04963;R04963  decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R04968;R04968  tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating);R07762;R10115;R10115  malonyl-[acyl-carrier protein]-methyl-ester:malonyl-[acyl-carrier protein] C-acyltransferase;R10119;R10119  glutaryl-[acp]-methyl-ester:malonyl-[acyl-carrier protein] C-acyltransferase (decarboxylating)
K00648,2.3.1.180,R10707;R10707  acetyl-CoA:malonyl-[acyl-carrier protein] C-acetyltransferase (decarboxylating)
K00651,2.3.1.31;2.3.1.46,R01776;R01776  acetyl-CoA:L-homoserine O-acetyltransferase;R01777;R01777  succinyl-CoA:L-homoserine O-succinyltransferase
K00652,2.3.1.47,R03210;R03210  pimeloyl-CoA:L-alanine C-carboxyhexanoyltransferase (decarboxylating);R10124;R10124  pimeloyl-[acyl-carrier protein]:L-alanine C-pimeloyltransferase (decarboxylating)
K00655,2.3.1.51,R02241;R02241  acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase;R09381;R09381  acyl-ACP:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase
K00656,2.3.1.54,R00212;R00212  acetyl-CoA:formate C-acetyltransferase;R06987;R06987  propanoyl-CoA:formate C-propanoyltransferase
K00657,2.3.1.57,R01154;R01154  acetyl-CoA:putrescine N-acetyltransferase
K00658,2.3.1.61,R01933;R01933  2-oxoadipate dehydrogenase complex;R02570;R02570  succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase;R02571;R02571  glutaryl-CoA:enzyme-N6-(dihydrolipoyl)lysine S-glutaryltransferase;R08549;R08549  2-oxoglutarate:NAD+ 2-oxidoreductase (CoA-succinylating)
K00661,2.3.1.79,
K00662,2.3.1.81,
K00666,,
K00673,2.3.1.109,R00832;R00832  succinyl-CoA:L-arginine N2-succinyltransferase
K00674,2.3.1.117,"R04365;R04365  succinyl-CoA:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
K00675,2.3.1.118,
K00677,2.3.1.129,R04567;R04567  (R)-3-hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-glucosamine 3-O-(3-hydroxytetradecanoyl)transferase
K00681,2.3.2.2;3.4.19.13,R00494;R00494  glutathione gamma-glutamylaminopeptidase;R01262;R01262  glutathione:L-amino-acid 5-glutamyltransferase;R01687;R01687  (5-L-glutamyl)-peptide:taurine 5-glutamyltransferase;R03867;R03867  (5-glutamyl)-peptide:amino-acid 5-glutamyltransferase;R03916;R03916  (5-glutamyl)-peptide:amino-acid 5-glutamyltransferase;R03970;R03970  (5-glutamyl)-peptide:amino-acid 5-glutamyltransferase;R03971;R03971  gamma-glutamyl-beta-aminopropiononitrile amidohydrolase;R04935;R04935  (5-L-glutamyl)-peptide:Se-methylselenocysteine 5-glutamyltransferase
