Reaction,role,metabolite
R03508  1-(2-CARBOXYPHENYLAMINO)-1-DEOXY-D-RIBULOSE-5-PHOSPHATE CARBOXY-LYASE(CYCLIZING),product,C00001
R00341,substrate,C00002
R00341,substrate,C00036
R00341,product,C00008
R00341,product,C00074
R00341,product,C00011
R02055,substrate,C02737
R02055,product,C00350
R02055,product,C00011
R02055  PHSOPHATIDYL-L-SERINE CARBOXY-LYASE,substrate,C02737
R02055  PHSOPHATIDYL-L-SERINE CARBOXY-LYASE,product,C00350
R02055  PHSOPHATIDYL-L-SERINE CARBOXY-LYASE,product,C00011
R00474,substrate,C03217
R00474,substrate,C00011
R00474,product,C00026
R00474,product,C00048
R00474  2-OXOGLUTARATE:GLYOXYLATE SUCCINALDEHYDETRANSFERASE (DECARBOXYLATING),substrate,C03217
R00474  2-OXOGLUTARATE:GLYOXYLATE SUCCINALDEHYDETRANSFERASE (DECARBOXYLATING),substrate,C00011
R00474  2-OXOGLUTARATE:GLYOXYLATE SUCCINALDEHYDETRANSFERASE (DECARBOXYLATING),product,C00026
R00474  2-OXOGLUTARATE:GLYOXYLATE SUCCINALDEHYDETRANSFERASE (DECARBOXYLATING),product,C00048
R01066,substrate,C00673
R01066,product,C00118
R01066,product,C00084
R01066  2-DEOXY-D-RIBOSE-5-PHOSPHATE ACETALDEHYDE-LYASE (D-GLYCERALDEHYDE-3-PHOSPHATE-FORMING),substrate,C00673
R01066  2-DEOXY-D-RIBOSE-5-PHOSPHATE ACETALDEHYDE-LYASE (D-GLYCERALDEHYDE-3-PHOSPHATE-FORMING),product,C00118
R01066  2-DEOXY-D-RIBOSE-5-PHOSPHATE ACETALDEHYDE-LYASE (D-GLYCERALDEHYDE-3-PHOSPHATE-FORMING),product,C00084
R00751,substrate,C00188
R00751,product,C00037
R00751,product,C00084
R00751  L-THREONINE ACETALDEHYDE-LYASE (GLYCINE-FORMING),substrate,C00188
R00751  L-THREONINE ACETALDEHYDE-LYASE (GLYCINE-FORMING),product,C00037
R00751  L-THREONINE ACETALDEHYDE-LYASE (GLYCINE-FORMING),product,C00084
R06171,substrate,C05519
R06171,product,C00037
R06171,product,C00084
R06171  L-ALLO-THREONINE ACETALDEHYDE-LYASE (GLYCINE-FORMING),substrate,C05519
R06171  L-ALLO-THREONINE ACETALDEHYDE-LYASE (GLYCINE-FORMING),product,C00037
R06171  L-ALLO-THREONINE ACETALDEHYDE-LYASE (GLYCINE-FORMING),product,C00084
R00761,substrate,C00085
R00761,substrate,C00009
R00761,product,C00227
R00761,product,C00279
R00761,product,C00001
R00761  D-FRUCTOSE-6-PHOSPHATE D-ERYTHROSE-4-PHOSPHATE-LYASE (ADDING PHOSPHATE,substrate,C00085
R00761  D-FRUCTOSE-6-PHOSPHATE D-ERYTHROSE-4-PHOSPHATE-LYASE (ADDING PHOSPHATE,substrate,C00009
R00761  D-FRUCTOSE-6-PHOSPHATE D-ERYTHROSE-4-PHOSPHATE-LYASE (ADDING PHOSPHATE,product,C00227
R00761  D-FRUCTOSE-6-PHOSPHATE D-ERYTHROSE-4-PHOSPHATE-LYASE (ADDING PHOSPHATE,product,C00279
R00761  D-FRUCTOSE-6-PHOSPHATE D-ERYTHROSE-4-PHOSPHATE-LYASE (ADDING PHOSPHATE,product,C00001
R01621,substrate,C00231
R01621,substrate,C00009
R01621,product,C00227
R01621,product,C00118
R01621,product,C00001
R01621  D-XYLULOSE 5-PHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (ADDING PHOSPHATE,substrate,C00231
R01621  D-XYLULOSE 5-PHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (ADDING PHOSPHATE,substrate,C00009
R01621  D-XYLULOSE 5-PHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (ADDING PHOSPHATE,product,C00227
R01621  D-XYLULOSE 5-PHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (ADDING PHOSPHATE,product,C00118
R01621  D-XYLULOSE 5-PHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (ADDING PHOSPHATE,product,C00001
R01068,substrate,C00354
R01068,product,C00111
R01068,product,C00118
"R01068  D-FRUCTOSE-1,6-BISPHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (GLYCERONE-PHOSPHATE-FORMING)",substrate,C00354
"R01068  D-FRUCTOSE-1,6-BISPHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (GLYCERONE-PHOSPHATE-FORMING)",product,C00111
"R01068  D-FRUCTOSE-1,6-BISPHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (GLYCERONE-PHOSPHATE-FORMING)",product,C00118
R01070,substrate,C05378
R01070,product,C00111
R01070,product,C00118
"R01070  BETA-D-FRUCTOSE-1,6-BISPHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (GLYCERONE-PHOSPHATE-FORMING)",substrate,C05378
"R01070  BETA-D-FRUCTOSE-1,6-BISPHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (GLYCERONE-PHOSPHATE-FORMING)",product,C00111
"R01070  BETA-D-FRUCTOSE-1,6-BISPHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (GLYCERONE-PHOSPHATE-FORMING)",product,C00118
R01829,substrate,C00447
R01829,product,C00111
R01829,product,C00279
"R01829  SEDOHEPTULOSE 1,7-BISPHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE",substrate,C00447
"R01829  SEDOHEPTULOSE 1,7-BISPHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE",product,C00111
"R01829  SEDOHEPTULOSE 1,7-BISPHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE",product,C00279
R02568,substrate,C01094
R02568,product,C00111
R02568,product,C00577
R02568  D-FRUCTOSE 1-PHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE,substrate,C01094
R02568  D-FRUCTOSE 1-PHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE,product,C00111
R02568  D-FRUCTOSE 1-PHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE,product,C00577
R00470,substrate,C01127
R00470,product,C00022
R00470,product,C00048
R00470  4-HYDROXY-2-OXOGLUTARATE GLYOXYLATE-LYASE (PYRUVATE-FORMING),substrate,C01127
R00470  4-HYDROXY-2-OXOGLUTARATE GLYOXYLATE-LYASE (PYRUVATE-FORMING),product,C00022
R00470  4-HYDROXY-2-OXOGLUTARATE GLYOXYLATE-LYASE (PYRUVATE-FORMING),product,C00048
R05605,substrate,C04442
R05605,product,C00118
R05605,product,C00022
R05605  2-DEHYDRO-3-DEOXY-6-PHOSPHO-D-GLUCONATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (PYRUVATE-FORMING),substrate,C04442
R05605  2-DEHYDRO-3-DEOXY-6-PHOSPHO-D-GLUCONATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (PYRUVATE-FORMING),product,C00118
R05605  2-DEHYDRO-3-DEOXY-6-PHOSPHO-D-GLUCONATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (PYRUVATE-FORMING),product,C00022
R01826,substrate,C00074
R01826,substrate,C00279
R01826,substrate,C00001
R01826,product,C04691
R01826,product,C00009
"R01826  PHOSPHOENOLPYRUVATE:D-ERYTHROSE-4-PHOSPHATE C-(1-CARBOXYVINYL)TRANSFERASE (PHOSPHATE HYDROLYSING, 2-CARBOXY-2-OXOETHYL-FORMING)",substrate,C00074
"R01826  PHOSPHOENOLPYRUVATE:D-ERYTHROSE-4-PHOSPHATE C-(1-CARBOXYVINYL)TRANSFERASE (PHOSPHATE HYDROLYSING, 2-CARBOXY-2-OXOETHYL-FORMING)",substrate,C00279
"R01826  PHOSPHOENOLPYRUVATE:D-ERYTHROSE-4-PHOSPHATE C-(1-CARBOXYVINYL)TRANSFERASE (PHOSPHATE HYDROLYSING, 2-CARBOXY-2-OXOETHYL-FORMING)",substrate,C00001
"R01826  PHOSPHOENOLPYRUVATE:D-ERYTHROSE-4-PHOSPHATE C-(1-CARBOXYVINYL)TRANSFERASE (PHOSPHATE HYDROLYSING, 2-CARBOXY-2-OXOETHYL-FORMING)",product,C04691
"R01826  PHOSPHOENOLPYRUVATE:D-ERYTHROSE-4-PHOSPHATE C-(1-CARBOXYVINYL)TRANSFERASE (PHOSPHATE HYDROLYSING, 2-CARBOXY-2-OXOETHYL-FORMING)",product,C00009
R03254,substrate,C04478
R03254,substrate,C00009
R03254,product,C00074
R03254,product,C01112
R03254,product,C00001
"R03254  PHOSPHOENOLPYRUVATE:D-ARABINOSE-5-PHOSPHATE C-(1-CARBOXYVINYL)TRANSFERASE (PHOSPHATE-HYDROLYSING, 2-CARBOXY-2-OXOETHYL-FORMING)",substrate,C04478
"R03254  PHOSPHOENOLPYRUVATE:D-ARABINOSE-5-PHOSPHATE C-(1-CARBOXYVINYL)TRANSFERASE (PHOSPHATE-HYDROLYSING, 2-CARBOXY-2-OXOETHYL-FORMING)",substrate,C00009
"R03254  PHOSPHOENOLPYRUVATE:D-ARABINOSE-5-PHOSPHATE C-(1-CARBOXYVINYL)TRANSFERASE (PHOSPHATE-HYDROLYSING, 2-CARBOXY-2-OXOETHYL-FORMING)",product,C00074
"R03254  PHOSPHOENOLPYRUVATE:D-ARABINOSE-5-PHOSPHATE C-(1-CARBOXYVINYL)TRANSFERASE (PHOSPHATE-HYDROLYSING, 2-CARBOXY-2-OXOETHYL-FORMING)",product,C01112
"R03254  PHOSPHOENOLPYRUVATE:D-ARABINOSE-5-PHOSPHATE C-(1-CARBOXYVINYL)TRANSFERASE (PHOSPHATE-HYDROLYSING, 2-CARBOXY-2-OXOETHYL-FORMING)",product,C00001
R02262,substrate,C01099
R02262,product,C00111
R02262,product,C00424
R02262  L-FUCULOSE-1-PHOSPHATE LACTALDEHYDE-LYASE,substrate,C01099
R02262  L-FUCULOSE-1-PHOSPHATE LACTALDEHYDE-LYASE,product,C00111
R02262  L-FUCULOSE-1-PHOSPHATE LACTALDEHYDE-LYASE,product,C00424
R12696,substrate,C22337
R12696,product,C00111
R12696,product,C00266
R12696  D-RIBULOSE 1-PHOSPHATE GLYCOLALDEHYDE-LYASE (GLYCERONE-PHOSPHATE-FORMING),substrate,C22337
R12696  D-RIBULOSE 1-PHOSPHATE GLYCOLALDEHYDE-LYASE (GLYCERONE-PHOSPHATE-FORMING),product,C00111
R12696  D-RIBULOSE 1-PHOSPHATE GLYCOLALDEHYDE-LYASE (GLYCERONE-PHOSPHATE-FORMING),product,C00266
R02754,substrate,C00679
R02754,product,C00022
R02754,product,C01146
R02754  5-DEHYDRO-4-DEOXY-D-GLUCARATE TARTRONATE-SEMIALDEHYDE-LYASE,substrate,C00679
R02754  5-DEHYDRO-4-DEOXY-D-GLUCARATE TARTRONATE-SEMIALDEHYDE-LYASE,product,C00022
R02754  5-DEHYDRO-4-DEOXY-D-GLUCARATE TARTRONATE-SEMIALDEHYDE-LYASE,product,C01146
R03277,substrate,C01146
R03277,substrate,C00022
R03277,product,C03921
R01064,substrate,C01286
R01064,product,C00022
R01064,product,C00118
R01064  2-DEHYDRO-3-DEOXY-6-PHOSPHO-D-GALACTONATE D-GLYCERALDEHYDE-3-PHOSPHO-LYASE (PYRUVATE-FORMING),substrate,C01286
R01064  2-DEHYDRO-3-DEOXY-6-PHOSPHO-D-GALACTONATE D-GLYCERALDEHYDE-3-PHOSPHO-LYASE (PYRUVATE-FORMING),product,C00022
R01064  2-DEHYDRO-3-DEOXY-6-PHOSPHO-D-GALACTONATE D-GLYCERALDEHYDE-3-PHOSPHO-LYASE (PYRUVATE-FORMING),product,C00118
R03504,substrate,C04874
R03504,product,C00266
R03504,product,C01300
"R03504  7,8-DIHYDRONEOPTERIN GLYCOLALDEHYDE-LYASE [6-(HYDROXYMETHYL)-7,8-DIHYDROPTERIN-FORMING]",substrate,C04874
"R03504  7,8-DIHYDRONEOPTERIN GLYCOLALDEHYDE-LYASE [6-(HYDROXYMETHYL)-7,8-DIHYDROPTERIN-FORMING]",product,C00266
"R03504  7,8-DIHYDRONEOPTERIN GLYCOLALDEHYDE-LYASE [6-(HYDROXYMETHYL)-7,8-DIHYDROPTERIN-FORMING]",product,C01300
R11037,substrate,C04874
R11037,substrate,C00007
R11037,product,C21065
R11037,product,C00058
R11037,product,C00266
"R11037  7,8-DIHYDRONEOPTERIN:OXYGEN OXIDOREDUCTASE",substrate,C04874
"R11037  7,8-DIHYDRONEOPTERIN:OXYGEN OXIDOREDUCTASE",substrate,C00007
"R11037  7,8-DIHYDRONEOPTERIN:OXYGEN OXIDOREDUCTASE",product,C21065
"R11037  7,8-DIHYDRONEOPTERIN:OXYGEN OXIDOREDUCTASE",product,C00058
"R11037  7,8-DIHYDRONEOPTERIN:OXYGEN OXIDOREDUCTASE",product,C00266
R11073,substrate,C04874
R11073,product,C21008
"R11073  7,8-DIHYDRONEOPTERIN 2'-EPIMERASE",substrate,C04874
"R11073  7,8-DIHYDRONEOPTERIN 2'-EPIMERASE",product,C21008
R01069,substrate,C03785
R01069,product,C00111
R01069,product,C00118
"R01069  D-TAGATOSE 1,6-BISPHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (GLYCERONE-PHOSPHATE-FORMING)",substrate,C03785
"R01069  D-TAGATOSE 1,6-BISPHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (GLYCERONE-PHOSPHATE-FORMING)",product,C00111
"R01069  D-TAGATOSE 1,6-BISPHOSPHATE D-GLYCERALDEHYDE-3-PHOSPHATE-LYASE (GLYCERONE-PHOSPHATE-FORMING)",product,C00118
R00409,substrate,C04593
R00409,product,C00022
R00409,product,C00042
"R00409  (2S,3R)-3-HYDROXYBUTANE-1,2,3-TRICARBOXYLATE PYRUVATE-LYASE (SUCCINATE-FORMING)",substrate,C04593
"R00409  (2S,3R)-3-HYDROXYBUTANE-1,2,3-TRICARBOXYLATE PYRUVATE-LYASE (SUCCINATE-FORMING)",product,C00022
"R00409  (2S,3R)-3-HYDROXYBUTANE-1,2,3-TRICARBOXYLATE PYRUVATE-LYASE (SUCCINATE-FORMING)",product,C00042
R00479,substrate,C00311
R00479,product,C00042
R00479,product,C00048
R00479  ISOCITRATE GLYOXYLATE-LYASE (SUCCINATE-FORMING),substrate,C00311
R00479  ISOCITRATE GLYOXYLATE-LYASE (SUCCINATE-FORMING),product,C00042
R00479  ISOCITRATE GLYOXYLATE-LYASE (SUCCINATE-FORMING),product,C00048
R00472,substrate,C00149
R00472,substrate,C00010
R00472,product,C00024
R00472,product,C00001
R00472,product,C00048
"R00472  ACETYL-COA:GLYOXYLATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",substrate,C00149
"R00472  ACETYL-COA:GLYOXYLATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",substrate,C00010
"R00472  ACETYL-COA:GLYOXYLATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",product,C00024
"R00472  ACETYL-COA:GLYOXYLATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",product,C00001
"R00472  ACETYL-COA:GLYOXYLATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",product,C00048
R01811,substrate,C00270
R01811,product,C00645
R01811,product,C00022
R01811  N-ACETYLNEURAMINATE PYRUVATE-LYASE (N-ACETYL-D-MANNOSAMINE-FORMING),substrate,C00270
R01811  N-ACETYLNEURAMINATE PYRUVATE-LYASE (N-ACETYL-D-MANNOSAMINE-FORMING),product,C00645
R01811  N-ACETYLNEURAMINATE PYRUVATE-LYASE (N-ACETYL-D-MANNOSAMINE-FORMING),product,C00022
R12768,substrate,C22382
R12768,product,C00645
R12768,product,C00022
R12768  ACENEURAMATE PYRUVATE-LYASE (N-ACETYL-D-MANNOSAMINE-FORMING),substrate,C22382
R12768  ACENEURAMATE PYRUVATE-LYASE (N-ACETYL-D-MANNOSAMINE-FORMING),product,C00645
R12768  ACENEURAMATE PYRUVATE-LYASE (N-ACETYL-D-MANNOSAMINE-FORMING),product,C00022
R01360,substrate,C00356
R01360,product,C00024
R01360,product,C00164
R01360  (S)-3-HYDROXY-3-METHYLGLUTARYL-COA ACETOACETATE-LYASE (ACETYL-COA-FORMING),substrate,C00356
R01360  (S)-3-HYDROXY-3-METHYLGLUTARYL-COA ACETOACETATE-LYASE (ACETYL-COA-FORMING),product,C00024
R01360  (S)-3-HYDROXY-3-METHYLGLUTARYL-COA ACETOACETATE-LYASE (ACETYL-COA-FORMING),product,C00164
R08090,substrate,C04675
R08090,product,C16466
R08090,product,C00033
R08090  3-HYDROXY-3-(4-METHYLPENT-3-EN-1-YL)GLUTARYL-COA ACETATE-LYASE (7-METHYL-3-OXOOCT-6-ENOYL-COA-FORMING),substrate,C04675
R08090  3-HYDROXY-3-(4-METHYLPENT-3-EN-1-YL)GLUTARYL-COA ACETATE-LYASE (7-METHYL-3-OXOOCT-6-ENOYL-COA-FORMING),product,C16466
R08090  3-HYDROXY-3-(4-METHYLPENT-3-EN-1-YL)GLUTARYL-COA ACETATE-LYASE (7-METHYL-3-OXOOCT-6-ENOYL-COA-FORMING),product,C00033
R01978,substrate,C00356
R01978,substrate,C00010
R01978,product,C00024
R01978,product,C00001
R01978,product,C00332
"R01978  ACETYL-COA:ACETOACETYL-COA C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",substrate,C00356
"R01978  ACETYL-COA:ACETOACETYL-COA C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",substrate,C00010
"R01978  ACETYL-COA:ACETOACETYL-COA C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",product,C00024
"R01978  ACETYL-COA:ACETOACETYL-COA C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",product,C00001
"R01978  ACETYL-COA:ACETOACETYL-COA C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",product,C00332
R00362,substrate,C00158
R00362,product,C00033
R00362,product,C00036
R00362  CITRATE OXALOACETATE-LYASE (FORMING ACETATE FROM THE PRO-S CARBOXYMETHYL GROUP OF CITRATE),substrate,C00158
R00362  CITRATE OXALOACETATE-LYASE (FORMING ACETATE FROM THE PRO-S CARBOXYMETHYL GROUP OF CITRATE),product,C00033
R00362  CITRATE OXALOACETATE-LYASE (FORMING ACETATE FROM THE PRO-S CARBOXYMETHYL GROUP OF CITRATE),product,C00036
R00351,substrate,C00158
R00351,substrate,C00010
R00351,product,C00024
R00351,product,C00001
R00351,product,C00036
R00351  ACETYL-COA:OXALOACETATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING),substrate,C00158
R00351  ACETYL-COA:OXALOACETATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING),substrate,C00010
R00351  ACETYL-COA:OXALOACETATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING),product,C00024
R00351  ACETYL-COA:OXALOACETATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING),product,C00001
R00351  ACETYL-COA:OXALOACETATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING),product,C00036
R01213,substrate,C02504
R01213,substrate,C00010
R01213,product,C00024
R01213,product,C00141
R01213,product,C00001
"R01213  ACETYL-COA:3-METHYL-2-OXOBUTANOATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",substrate,C02504
"R01213  ACETYL-COA:3-METHYL-2-OXOBUTANOATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",substrate,C00010
"R01213  ACETYL-COA:3-METHYL-2-OXOBUTANOATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",product,C00024
"R01213  ACETYL-COA:3-METHYL-2-OXOBUTANOATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",product,C00141
"R01213  ACETYL-COA:3-METHYL-2-OXOBUTANOATE C-ACETYLTRANSFERASE (THIOESTER-HYDROLYSING, CARBOXYMETHYL-FORMING)",product,C00001
R00006,substrate,C00900
R00006,substrate,C00011
R00006,product,C00022
R00006  PYRUVATE:PYRUVATE ACETALDEHYDETRANSFERASE (DECARBOXYLATING),substrate,C00900
R00006  PYRUVATE:PYRUVATE ACETALDEHYDETRANSFERASE (DECARBOXYLATING),substrate,C00011
R00006  PYRUVATE:PYRUVATE ACETALDEHYDETRANSFERASE (DECARBOXYLATING),product,C00022
R00226,substrate,C06010
R00226,substrate,C00011
R00226,product,C00022
R00226  PYRUVATE:PYRUVATE ACETALDEHYDETRANSFERASE (DECARBOXYLATING),substrate,C06010
R00226  PYRUVATE:PYRUVATE ACETALDEHYDETRANSFERASE (DECARBOXYLATING),substrate,C00011
R00226  PYRUVATE:PYRUVATE ACETALDEHYDETRANSFERASE (DECARBOXYLATING),product,C00022
R03050,substrate,C00900
R03050,substrate,C00068
R03050,product,C05125
R03050,product,C00022
R03050  2-ACETOLACTATE PYRUVATE-LYASE (CARBOXYLATING),substrate,C00900
R03050  2-ACETOLACTATE PYRUVATE-LYASE (CARBOXYLATING),substrate,C00068
R03050  2-ACETOLACTATE PYRUVATE-LYASE (CARBOXYLATING),product,C05125
R03050  2-ACETOLACTATE PYRUVATE-LYASE (CARBOXYLATING),product,C00022
R04672,substrate,C06010
R04672,substrate,C00068
R04672,product,C05125
R04672,product,C00022
R04672  (S)-2-ACETOLACTATE PYRUVATE-LYASE (CARBOXYLATING),substrate,C06010
R04672  (S)-2-ACETOLACTATE PYRUVATE-LYASE (CARBOXYLATING),substrate,C00068
R04672  (S)-2-ACETOLACTATE PYRUVATE-LYASE (CARBOXYLATING),product,C05125
R04672  (S)-2-ACETOLACTATE PYRUVATE-LYASE (CARBOXYLATING),product,C00022
R04673,substrate,C00109
R04673,substrate,C05125
R04673,product,C06006
R04673,product,C00068
R04673  (S)-2-ACETO-2-HYDROXYBUTANOATE PYRUVATE-LYASE (CARBOXYLATING),substrate,C00109
R04673  (S)-2-ACETO-2-HYDROXYBUTANOATE PYRUVATE-LYASE (CARBOXYLATING),substrate,C05125
R04673  (S)-2-ACETO-2-HYDROXYBUTANOATE PYRUVATE-LYASE (CARBOXYLATING),product,C06006
R04673  (S)-2-ACETO-2-HYDROXYBUTANOATE PYRUVATE-LYASE (CARBOXYLATING),product,C00068
R08648,substrate,C00022
R08648,substrate,C00109
R08648,product,C06006
R08648,product,C00011
R08648  PYRUVATE:2-OXOBUTANOATE ACETALDEHYDETRANSFERASE (DECARBOXYLATING),substrate,C00022
R08648  PYRUVATE:2-OXOBUTANOATE ACETALDEHYDETRANSFERASE (DECARBOXYLATING),substrate,C00109
R08648  PYRUVATE:2-OXOBUTANOATE ACETALDEHYDETRANSFERASE (DECARBOXYLATING),product,C06006
R08648  PYRUVATE:2-OXOBUTANOATE ACETALDEHYDETRANSFERASE (DECARBOXYLATING),product,C00011
R00985,substrate,C00251
R00985,substrate,C00014
R00985,product,C00108
R00985,product,C00022
R00985,product,C00001
R00985  CHORISMATE PYRUVATE-LYASE (AMINO-ACCEPTING,substrate,C00251
R00985  CHORISMATE PYRUVATE-LYASE (AMINO-ACCEPTING,substrate,C00014
R00985  CHORISMATE PYRUVATE-LYASE (AMINO-ACCEPTING,product,C00108
R00985  CHORISMATE PYRUVATE-LYASE (AMINO-ACCEPTING,product,C00022
R00985  CHORISMATE PYRUVATE-LYASE (AMINO-ACCEPTING,product,C00001
R00986,substrate,C00251
R00986,substrate,C00064
R00986,product,C00108
R00986,product,C00022
R00986,product,C00025
R00986  CHORISMATE PYRUVATE-LYASE (AMINO-ACCEPTING),substrate,C00251
R00986  CHORISMATE PYRUVATE-LYASE (AMINO-ACCEPTING),substrate,C00064
R00986  CHORISMATE PYRUVATE-LYASE (AMINO-ACCEPTING),product,C00108
R00986  CHORISMATE PYRUVATE-LYASE (AMINO-ACCEPTING),product,C00022
R00986  CHORISMATE PYRUVATE-LYASE (AMINO-ACCEPTING),product,C00025
R00931,substrate,C02225
R00931,substrate,C00010
R00931,product,C00100
R00931,product,C00036
R00931,product,C00001
"R00931  PROPANOYL-COA:OXALOACETATE C-PROPANOYLTRANSFERASE (THIOESTER-HYDROLYSING, 1-CARBOXYETHYL-FORMING)",substrate,C02225
"R00931  PROPANOYL-COA:OXALOACETATE C-PROPANOYLTRANSFERASE (THIOESTER-HYDROLYSING, 1-CARBOXYETHYL-FORMING)",substrate,C00010
"R00931  PROPANOYL-COA:OXALOACETATE C-PROPANOYLTRANSFERASE (THIOESTER-HYDROLYSING, 1-CARBOXYETHYL-FORMING)",product,C00100
"R00931  PROPANOYL-COA:OXALOACETATE C-PROPANOYLTRANSFERASE (THIOESTER-HYDROLYSING, 1-CARBOXYETHYL-FORMING)",product,C00036
"R00931  PROPANOYL-COA:OXALOACETATE C-PROPANOYLTRANSFERASE (THIOESTER-HYDROLYSING, 1-CARBOXYETHYL-FORMING)",product,C00001
R07263,substrate,C03160
R07263,product,C15547
R07263,product,C00001
R07263  4-(2-CARBOXYPHENYL)-4-OXOBUTANOYL-COA DEHYDRATASE (CYCLIZING),substrate,C03160
R07263  4-(2-CARBOXYPHENYL)-4-OXOBUTANOYL-COA DEHYDRATASE (CYCLIZING),product,C15547
R07263  4-(2-CARBOXYPHENYL)-4-OXOBUTANOYL-COA DEHYDRATASE (CYCLIZING),product,C00001
R05636,substrate,C00022
R05636,substrate,C00118
R05636,product,C11437
R05636,product,C00011
R05636  1-DEOXY-D-XYLULOSE-5-PHOSPHATE PYRUVATE-LYASE (CARBOXYLATING),substrate,C00022
R05636  1-DEOXY-D-XYLULOSE-5-PHOSPHATE PYRUVATE-LYASE (CARBOXYLATING),substrate,C00118
R05636  1-DEOXY-D-XYLULOSE-5-PHOSPHATE PYRUVATE-LYASE (CARBOXYLATING),product,C11437
R05636  1-DEOXY-D-XYLULOSE-5-PHOSPHATE PYRUVATE-LYASE (CARBOXYLATING),product,C00011
R01716,substrate,C00251
R01716,substrate,C00064
R01716,product,C11355
R01716,product,C00025
R01716  CHORISMATE:L-GLUTAMINE AMINOTRANSFERASE,substrate,C00251
R01716  CHORISMATE:L-GLUTAMINE AMINOTRANSFERASE,substrate,C00064
R01716  CHORISMATE:L-GLUTAMINE AMINOTRANSFERASE,product,C11355
R01716  CHORISMATE:L-GLUTAMINE AMINOTRANSFERASE,product,C00025
R00750,substrate,C00084
R00750,substrate,C00022
R00750,product,C03589
R00750  4-HYDROXY-2-OXOPENTANOATE PYRUVATE-LYASE (ACETALDEHYDE-FORMING),substrate,C00084
R00750  4-HYDROXY-2-OXOPENTANOATE PYRUVATE-LYASE (ACETALDEHYDE-FORMING),substrate,C00022
R00750  4-HYDROXY-2-OXOPENTANOATE PYRUVATE-LYASE (ACETALDEHYDE-FORMING),product,C03589
R00673,substrate,C00078
R00673,substrate,C00001
R00673,product,C00463
R00673,product,C00022
R00673,product,C00014
R00673  L-TRYPTOPHAN INDOLE-LYASE (DEAMINATING,substrate,C00078
R00673  L-TRYPTOPHAN INDOLE-LYASE (DEAMINATING,substrate,C00001
R00673  L-TRYPTOPHAN INDOLE-LYASE (DEAMINATING,product,C00463
